row ID,price_doc
1,13088088.956633031
2,5783158.58183606
3,5014621.158430465
4,6544576.844852297
5,5277696.303329086
6,6267427.007800671
7,5474939.916818605
8,5475709.299748481
9,5390922.707462952
10,4870278.865779791
11,54359655.78869483
12,5578025.570894023
13,56595235.50914067
14,55182056.894283324
15,5042771.413348572
16,5412836.587957125
17,6297219.070254482
18,5682714.594738349
19,6940756.97445025
20,5724379.283967644
21,3257119.701989522
22,5293661.418327229
23,5394499.212491549
24,8296220.011850775
25,19286405.103839505
26,5596005.583131318
27,5941482.242024607
28,7082674.511597703
29,8522366.287728995
30,5981851.035365977
31,1616917.1627855704
32,7658603.57243243
33,5182369.730299548
34,6434205.695302508
35,8543680.85045815
36,5675180.950269667
37,5911238.965251661
38,4342976.195971761
39,5337798.829417905
40,13047314.530773222
41,6662391.6565517085
42,6359523.006724104
43,7005945.977610918
44,5910398.63758346
45,6798360.372201972
46,5450536.3663613
47,5046708.896880922
48,7321409.661494031
49,5053614.1190493405
50,6061858.7946315715
51,6402545.290485117
52,5395430.892832146
53,2998478.435836872
54,8418639.521005226
55,4699428.644674896
56,54376572.969498456
57,7101494.872746897
58,7330103.928917721
59,9270424.154824553
60,4538325.956012157
61,56159701.04036383
62,12095333.565655
63,8700076.187370732
64,54793523.759758815
65,4839081.280551036
66,5553932.453918907
67,5878384.584767135
68,18946253.01174537
69,7486002.558356046
70,4895340.4347368665
71,11410584.048586514
72,8415391.224486433
73,3964501.9620935842
74,6302073.102425551
75,14843163.19381359
76,2032333.683804276
77,3869523.89339818
78,3942351.106439813
79,5164665.618715661
80,4351864.417767648
81,15958802.648307107
82,7549707.193762776
83,13321094.794081904
84,4618329.78629453
85,5724738.622868412
86,5949204.770004878
87,12050312.35977484
88,7856847.667518804
89,13575556.008525494
90,5826505.040837873
91,7141244.7900413135
92,5296239.401098105
93,6284172.096108504
94,55925075.167721674
95,6064160.84605131
96,6960687.555915383
97,56067598.77266133
98,7367104.508732199
99,5293145.147502415
100,5510814.923759977
101,8943515.93079956
102,55810860.32546896
103,12270410.339497665
104,11423118.337317465
105,5396039.465563355
106,5621502.911176351
107,3198334.0391004663
108,6210743.5861164145
109,9775930.988083879
110,8326428.256197372
111,8847895.293567609
112,53413024.35522793
113,55717816.743156545
114,8240417.46462418
115,4662205.555755989
116,10169186.322211685
117,5141812.866981189
118,4309370.347909174
119,5944243.308171146
120,5686609.060442434
121,55314351.74442748
122,12528733.759002825
123,55829179.74417582
124,56133898.48463671
125,6983717.486698045
126,56639116.31425816
127,7973779.089766905
128,5560417.092661566
129,26285187.12276023
130,3870791.131175577
131,5675493.237066802
132,56148466.471771635
133,5869520.460005399
134,6926200.004309932
135,4264057.41275058
136,3921413.8338853284
137,6029076.2756223045
138,5057289.241621112
139,5228682.249498759
140,5689130.156676069
141,12104748.177849537
142,6113743.454068547
143,5087819.872804896
144,5369261.890769963
145,11558314.658723926
146,8028033.758429957
147,55344429.70036589
148,4422542.903198302
149,6164046.624238303
150,4583957.050334067
151,54981171.9455005
152,5418399.492063792
153,12216002.612946453
154,57185528.09333907
155,5974974.928515291
156,5965966.980106768
157,4438778.606623025
158,8297913.9365282655
159,5300917.74380835
160,9637299.956932176
161,56775552.11184304
162,6294056.479199422
163,5303508.775914063
164,6046648.589536656
165,6129818.843402602
166,5198189.214739899
167,20892610.5777969
168,4399796.177998402
169,5038494.973086368
170,19130980.747879427
171,4817314.149207075
172,5585682.338634859
173,5225197.592817895
174,5852486.435460677
175,4119781.7496065814
176,5379050.979537263
177,14733522.977786252
178,12508691.421424808
179,5228561.299358471
180,4909065.891844291
181,19349464.369290277
182,4785246.151228444
